family,n,p,instance_seed,q,xi,best_energy_mean,best_energy_std,O_mean,flip_fraction_mean,runtime_s,mean_update_opportunities,spectral_rho_D1_beta_max,lambda_min,lambda_max,spectral_radius_J
er,128,0.3,12,0.25,0.1,-79.3205795288086,0.751929521560669,0.003098787972703576,0.023937499150633812,1.6642440999858081,96000.0,2.364923930293658,-6.2798478605873225,1.6575531622510224,6.2798478605873225
er,128,0.3,12,0.25,0.2,-79.54156494140625,0.5612242817878723,0.0023792623542249203,0.019641665741801262,1.7937792999437079,96000.0,2.339923930293657,-6.2798478605873225,1.6575531622510224,6.2798478605873225
er,128,0.3,12,0.25,0.3,-79.59356689453125,0.9415150284767151,0.0018135381396859884,0.01655416749417782,1.9993679999606684,96000.0,2.3149239302936575,-6.2798478605873225,1.6575531622510224,6.2798478605873225
er,128,0.3,12,0.25,0.4,-79.65856170654297,0.9021063446998596,0.0013939592754468322,0.013504167087376118,1.837433399981819,96000.0,2.2899239302936585,-6.2798478605873225,1.6575531622510224,6.2798478605873225
er,128,0.3,12,0.25,0.6,-79.60655975341797,0.7932654619216919,0.0007737045525573194,0.008920833468437195,1.8473435000050813,96000.0,2.239923930293658,-6.2798478605873225,1.6575531622510224,6.2798478605873225
er,128,0.3,12,0.25,0.8,-79.2815933227539,0.8547832369804382,0.00040029571391642094,0.005779166705906391,1.6987813001032919,96000.0,2.189923930293653,-6.2798478605873225,1.6575531622510224,6.2798478605873225
er,128,0.3,12,0.5,0.0,-40.20625305175781,4.932404518127441,0.15585413575172424,0.3234291672706604,1.745343199931085,192000.0,5.779847860587314,-6.2798478605873225,1.6575531622510224,6.2798478605873225
er,128,0.3,12,0.5,0.1,-45.561885833740234,4.83245325088501,0.15453755855560303,0.32122498750686646,1.7907269999850541,192000.0,5.729847860587311,-6.2798478605873225,1.6575531622510224,6.2798478605873225
er,128,0.3,12,0.5,0.2,-51.90544891357422,4.177469730377197,0.15289856493473053,0.3187083303928375,1.7812568000517786,192000.0,5.679847860587314,-6.2798478605873225,1.6575531622510224,6.2798478605873225
er,128,0.3,12,0.5,0.3,-64.6055908203125,6.753910064697266,0.15094329416751862,0.31580832600593567,1.7433649000013247,192000.0,5.629847860587319,-6.2798478605873225,1.6575531622510224,6.2798478605873225
er,128,0.3,12,0.5,0.4,-77.18872833251953,5.261926651000977,0.058066122233867645,0.13280832767486572,1.7079875000054017,192000.0,5.579847860587307,-6.2798478605873225,1.6575531622510224,6.2798478605873225
er,128,0.3,12,0.5,0.6,-79.99653625488281,0.6920114159584045,0.0034502376802265644,0.019204165786504745,1.704802899970673,192000.0,5.479847860587315,-6.2798478605873225,1.6575531622510224,6.2798478605873225
er,128,0.3,12,0.5,0.8,-80.1395263671875,0.6234161853790283,0.001832271576859057,0.012595833279192448,1.7030489000026137,192000.0,5.379847860587321,-6.2798478605873225,1.6575531622510224,6.2798478605873225
er,128,0.3,12,0.75,0.0,-21.994497299194336,2.721630096435547,0.45010197162628174,0.6009666919708252,1.9046848999569193,288000.0,9.169771790880988,-6.2798478605873225,1.6575531622510224,6.2798478605873225
er,128,0.3,12,0.75,0.1,-24.24334144592285,2.74062442779541,0.45009759068489075,0.6009374856948853,2.077611199929379,288000.0,9.094771790880982,-6.2798478605873225,1.6575531622510224,6.2798478605873225
er,128,0.3,12,0.75,0.2,-26.167211532592773,2.5023205280303955,0.45006537437438965,0.600933313369751,1.7805334000149742,288000.0,9.019771790880979,-6.2798478605873225,1.6575531622510224,6.2798478605873225
er,128,0.3,12,0.75,0.3,-29.4429874420166,3.660583734512329,0.45002657175064087,0.6009125113487244,1.8693447000114247,288000.0,8.944771790880962,-6.2798478605873225,1.6575531622510224,6.2798478605873225
er,128,0.3,12,0.75,0.4,-33.42071533203125,4.391584396362305,0.4499884247779846,0.6008708477020264,1.891219999990426,288000.0,8.869771790880984,-6.2798478605873225,1.6575531622510224,6.2798478605873225
er,128,0.3,12,0.75,0.6,-44.50896072387695,4.306886672973633,0.44986802339553833,0.6008166670799255,2.026183999958448,288000.0,8.719771790880973,-6.2798478605873225,1.6575531622510224,6.2798478605873225
er,128,0.3,12,0.75,0.8,-76.08380126953125,6.7271647453308105,0.23530185222625732,0.3203291594982147,1.96765929996036,288000.0,8.569771790880976,-6.2798478605873225,1.6575531622510224,6.2798478605873225
er,128,0.3,12,1.0,0.0,-7.981453895568848,8.848986625671387,0.9999999403953552,1.0,1.0504783999640495,384000.0,12.559695721174625,-6.2798478605873225,1.6575531622510224,6.2798478605873225
er,128,0.3,12,1.0,0.1,-12.778125762939453,6.683313369750977,0.9999999403953552,1.0,0.9962688999949023,384000.0,12.459695721174631,-6.2798478605873225,1.6575531622510224,6.2798478605873225
er,128,0.3,12,1.0,0.2,-15.975909233093262,3.4997315406799316,0.9999999403953552,1.0,0.9931954999919981,384000.0,12.359695721174624,-6.2798478605873225,1.6575531622510224,6.2798478605873225
er,128,0.3,12,1.0,0.3,-19.043699264526367,3.8352887630462646,0.9999999403953552,1.0,0.9756920000072569,384000.0,12.259695721174628,-6.2798478605873225,1.6575531622510224,6.2798478605873225
er,128,0.3,12,1.0,0.4,-22.865436553955078,3.269063711166382,0.9999999403953552,1.0,0.9895265999948606,384000.0,12.159695721174625,-6.2798478605873225,1.6575531622510224,6.2798478605873225
er,128,0.3,12,1.0,0.6,-30.469919204711914,4.127377033233643,0.9999999403953552,1.0,0.9882378000766039,384000.0,11.959695721174633,-6.2798478605873225,1.6575531622510224,6.2798478605873225
er,128,0.3,12,1.0,0.8,-40.28424835205078,4.014474391937256,0.9999999403953552,1.0,1.0162670999998227,384000.0,11.759695721174621,-6.2798478605873225,1.6575531622510224,6.2798478605873225
er,128,0.3,13,0.0625,0.0,-79.87632751464844,1.106997013092041,0.00019518924818839878,0.006629166658967733,1.7192538999952376,24000.0,1.1527089386322367,-6.281421298085396,1.7216715090578492,6.281421298085396
er,128,0.3,13,0.0625,0.1,-80.44641876220703,1.0319682359695435,0.00014469688176177442,0.005224999971687794,1.6705663999309763,24000.0,1.1589589386322343,-6.281421298085396,1.7216715090578492,6.281421298085396
er,128,0.3,13,0.0625,0.2,-80.51119995117188,1.12981116771698,0.00012434623204171658,0.004791666753590107,1.665592800010927,24000.0,1.165208938632233,-6.281421298085396,1.7216715090578492,6.281421298085396
er,128,0.3,13,0.0625,0.3,-80.88693237304688,0.7185850143432617,9.33919582166709e-05,0.0036583333276212215,1.6625095000490546,24000.0,1.1714589386322372,-6.281421298085396,1.7216715090578492,6.281421298085396
er,128,0.3,13,0.0625,0.4,-80.87397766113281,0.9330438375473022,6.621779903071001e-05,0.0031416667625308037,1.666757500031963,24000.0,1.1777089386322386,-6.281421298085396,1.7216715090578492,6.281421298085396
