family,n,n_spins,p,instance_seed,q,xi,best_energy_mean,best_energy_std,O_mean,flip_fraction_mean,runtime_s,mean_update_opportunities,spectral_rho_D1_beta_max,lambda_min,lambda_max,spectral_radius_J,n_cities,tsp_feasible_rate,constraint_violation_mean,constraint_violation_std,constraint_violation_min,best_route_distance_mean,n_feasible_trajectories,tsp_A,tsp_B
tsp,10,100,,100,0.125,0.3,-43.85653305053711,0.1679907739162445,0.0012587100500240922,0.027077334001660347,1.4347799000097439,36000.0,0.9453239551323986,-1.084776947142241,0.13129582052959662,1.084776947142241,10,0.0,8.8,1.3856406460551018,6.0,,0,4.0,1.0
tsp,10,100,,100,0.125,0.4,-43.93059539794922,0.18625085055828094,0.0009901818120852113,0.02370133250951767,1.3990909999702126,36000.0,0.9578239551324008,-1.084776947142241,0.13129582052959662,1.084776947142241,10,0.0,8.0,1.2649110640673518,4.0,,0,4.0,1.0
tsp,10,100,,100,0.125,0.6,-43.985408782958984,0.17205044627189636,0.0005971055361442268,0.018138667568564415,1.6361647000303492,36000.0,0.9828239551324014,-1.084776947142241,0.13129582052959662,1.084776947142241,10,0.0,7.68,1.5676734353812343,4.0,,0,4.0,1.0
tsp,10,100,,100,0.125,0.8,-44.099822998046875,0.15530294179916382,0.0003255333285778761,0.013146667741239071,1.4522183999652043,36000.0,1.0078239551324049,-1.084776947142241,0.13129582052959662,1.084776947142241,10,0.0,6.72,1.1142710621747296,4.0,,0,4.0,1.0
tsp,10,100,,100,0.25,0.0,-43.6632194519043,0.2315511554479599,0.010100350715219975,0.07949334383010864,1.508015799918212,75000.0,0.8156479102648014,-1.084776947142241,0.13129582052959662,1.084776947142241,10,0.0,9.68,1.5676734353812343,6.0,,0,4.0,1.0
tsp,10,100,,100,0.25,0.1,-43.71153259277344,0.18510529398918152,0.008390315808355808,0.07156267017126083,1.543752200086601,75000.0,0.8406479102648021,-1.084776947142241,0.13129582052959662,1.084776947142241,10,0.0,9.36,1.5717506163510802,6.0,,0,4.0,1.0
tsp,10,100,,100,0.25,0.2,-43.759910583496094,0.15291158854961395,0.007001164834946394,0.06387733668088913,1.522927000070922,75000.0,0.8656479102647969,-1.084776947142241,0.13129582052959662,1.084776947142241,10,0.0,9.12,1.2749901960407384,8.0,,0,4.0,1.0
tsp,10,100,,100,0.25,0.3,-43.8426513671875,0.1390664428472519,0.0056790015660226345,0.05693333223462105,1.3868878000648692,75000.0,0.8906479102647992,-1.084776947142241,0.13129582052959662,1.084776947142241,10,0.0,8.88,1.1426285485668561,6.0,,0,4.0,1.0
tsp,10,100,,100,0.25,0.4,-43.951961517333984,0.16048359870910645,0.004583630245178938,0.0504320003092289,1.36726039997302,75000.0,0.9156479102647971,-1.084776947142241,0.13129582052959662,1.084776947142241,10,0.0,7.84,1.2547509713086498,6.0,,0,4.0,1.0
tsp,10,100,,100,0.25,0.6,-44.079193115234375,0.18312105536460876,0.002672713715583086,0.03819200024008751,1.5594152000267059,75000.0,0.9656479102647991,-1.084776947142241,0.13129582052959662,1.084776947142241,10,0.0,7.12,1.5051910177781425,4.0,,0,4.0,1.0
tsp,10,100,,100,0.25,0.8,-44.16974639892578,0.14889022707939148,0.00147064623888582,0.027845332399010658,1.4447583999717608,75000.0,1.0156479102647988,-1.084776947142241,0.13129582052959662,1.084776947142241,10,0.0,6.4,1.2649110640673518,4.0,,0,4.0,1.0
tsp,10,100,,100,0.5,0.0,-43.72077941894531,0.1871776133775711,0.042319878935813904,0.16328534483909607,1.5159883999731392,150000.0,0.6312958205295979,-1.084776947142241,0.13129582052959662,1.084776947142241,10,0.0,9.28,1.5879546593023366,6.0,,0,4.0,1.0
tsp,10,100,,100,0.5,0.1,-43.87004089355469,0.15719331800937653,0.03554162755608559,0.14769600331783295,1.6815029000863433,150000.0,0.6812958205295996,-1.084776947142241,0.13129582052959662,1.084776947142241,10,0.0,8.72,1.5879546593023366,6.0,,0,4.0,1.0
